,edibility,capShape,capSurface,capColor,bruises,odor,gillAttachment,gillSpacing,gillSize,gillColor,stalkShape,stalkRoot,stalkSurfaceAboveRing,stalkSurfaceBelowRing,stalkColorAboveRing,stalkColorBelowRing,veilColor,ringNumber,ringType,sporePrintColor,population,habitat
3675,1.0,2,3,3,0,2,1,0,0,7,0,0,1,1,0,6,2,1,2,1,5,4
3676,0.0,2,0,2,1,5,1,0,0,7,1,0,2,2,3,3,2,1,4,2,5,0
3677,0.0,5,3,9,0,2,1,0,0,2,0,0,1,1,0,0,2,1,2,1,4,1
3678,0.0,2,3,3,0,2,1,0,0,3,0,0,1,1,0,0,2,1,2,1,4,0
3679,,5,3,9,0,2,1,0,0,7,0,0,1,1,0,0,2,1,2,1,4,0
3680,0.0,2,0,3,1,5,1,0,0,10,1,0,2,2,3,6,2,1,4,2,4,0
3681,0.0,2,3,3,0,2,1,0,0,2,0,0,1,1,6,6,2,1,2,1,5,1
3682,0.0,5,0,3,0,2,1,0,0,3,0,0,1,1,0,0,2,1,2,1,5,0
3683,,2,3,3,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,4,4
3684,1.0,2,3,4,1,5,1,0,0,10,1,0,2,2,6,7,2,1,4,2,4,0
3685,0.0,5,3,9,0,2,1,0,0,7,0,0,1,1,0,4,2,1,2,1,5,0
3686,1.0,2,0,3,0,2,1,0,0,2,0,0,1,1,6,0,2,1,2,1,5,0
3687,,2,3,2,1,5,1,0,0,10,1,0,2,2,7,3,2,1,4,3,4,0
3688,0.0,2,3,2,1,5,1,0,0,10,1,0,2,2,6,3,2,1,4,2,4,0
3689,0.0,2,2,3,1,2,1,0,0,7,1,0,0,0,7,7,2,1,4,1,4,5
3690,0.0,5,0,3,0,2,1,0,0,2,0,0,1,1,6,4,2,1,2,1,5,4
3691,0.0,2,3,3,0,2,1,0,0,2,0,0,1,1,4,0,2,1,2,1,4,4
3692,,5,3,3,0,2,1,0,0,2,0,0,1,1,6,0,2,1,2,1,4,4
3693,0.0,5,0,9,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,4,0
3694,1.0,2,3,3,0,2,1,0,0,7,0,0,1,1,0,4,2,1,2,1,4,0
3695,0.0,2,3,3,0,2,1,0,0,7,0,0,1,1,4,6,2,1,2,1,4,4
3696,0.0,2,3,2,1,5,1,0,0,10,1,0,2,2,7,7,2,1,4,3,5,0
3697,,5,3,3,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,4,1
3698,0.0,2,3,3,0,2,1,0,0,7,0,0,1,1,6,6,2,1,2,1,4,1
3699,,5,3,3,0,2,1,0,0,7,0,0,1,1,0,0,2,1,2,1,5,4
3700,0.0,2,0,2,1,5,1,0,0,7,1,0,2,2,7,6,2,1,4,3,4,0
3701,1.0,2,3,2,1,5,1,0,0,7,1,0,2,2,6,7,2,1,4,3,4,0
3702,0.0,2,3,2,1,5,1,0,0,5,1,0,2,2,6,6,2,1,4,3,5,0
3703,,2,0,9,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,4,1
3704,1.0,2,0,3,0,2,1,0,0,3,0,0,1,1,0,6,2,1,2,1,5,4
3705,0.0,2,3,4,1,5,1,0,0,9,1,0,2,2,3,6,2,1,4,2,5,0
3706,0.0,5,3,3,0,2,1,0,0,2,0,0,1,1,6,0,2,1,2,1,5,1
3707,,2,0,3,1,5,1,0,0,9,1,0,2,2,3,7,2,1,4,3,4,0
3708,1.0,5,0,9,0,2,1,0,0,7,0,0,1,1,4,6,2,1,2,1,4,4
3709,0.0,5,3,9,0,2,1,0,0,7,0,0,1,1,6,4,2,1,2,1,4,0
3710,1.0,5,3,9,0,2,1,0,0,7,0,0,1,1,4,6,2,1,2,1,4,0
3711,0.0,5,0,3,0,2,1,0,0,3,0,0,1,1,4,4,2,1,2,1,4,0
3712,0.0,2,0,3,0,2,1,0,0,7,0,0,1,1,4,6,2,1,2,1,5,1
3713,1.0,5,3,3,0,2,1,0,0,3,0,0,1,1,6,4,2,1,2,1,4,1
3714,0.0,2,3,3,0,2,1,0,0,7,0,0,1,1,6,0,2,1,2,1,5,1
3715,0.0,2,0,3,0,2,1,0,0,3,0,0,1,1,4,4,2,1,2,1,4,0
3716,0.0,5,3,3,0,2,1,0,0,7,0,0,1,1,4,6,2,1,2,1,4,1
3717,0.0,2,0,9,0,2,1,0,0,2,0,0,1,1,0,0,2,1,2,1,5,4
3718,1.0,2,0,3,0,2,1,0,0,3,0,0,1,1,4,6,2,1,2,1,4,4
3719,0.0,2,0,3,0,2,1,0,0,2,0,0,1,1,6,6,2,1,2,1,5,0
3720,0.0,2,0,3,1,5,1,0,0,10,1,0,2,2,6,7,2,1,4,2,5,0
3721,0.0,5,0,9,0,2,1,0,0,7,0,0,1,1,0,0,2,1,2,1,5,4
3722,0.0,5,0,9,0,2,1,0,0,3,0,0,1,1,0,0,2,1,2,1,5,4
3723,0.0,2,3,2,1,5,1,0,0,9,1,0,2,2,6,6,2,1,4,2,5,0
3724,1.0,2,3,3,0,2,1,0,0,3,0,0,1,1,0,6,2,1,2,1,4,4
3725,,2,0,3,0,2,1,0,0,3,0,0,1,1,0,0,2,1,2,1,5,0
3726,1.0,5,3,9,0,2,1,0,0,2,0,0,1,1,6,4,2,1,2,1,5,0
3727,0.0,2,0,3,1,5,1,0,0,10,1,0,2,2,7,7,2,1,4,2,5,0
3728,0.0,5,0,3,0,2,1,0,0,2,0,0,1,1,4,6,2,1,2,1,4,1
3729,0.0,5,0,3,0,2,1,0,0,2,0,0,1,1,6,6,2,1,2,1,5,4
3730,0.0,2,3,4,1,5,1,0,0,7,1,0,2,2,6,7,2,1,4,3,5,0
3731,0.0,2,0,3,1,5,1,0,0,9,1,0,2,2,6,3,2,1,4,3,4,0
3732,0.0,5,3,3,0,2,1,0,0,3,0,0,1,1,4,4,2,1,2,1,4,0
3733,0.0,2,3,9,0,2,1,0,0,3,0,0,1,1,6,6,2,1,2,1,4,4
3734,1.0,2,0,9,0,2,1,0,0,3,0,0,1,1,4,0,2,1,2,1,4,0
3735,0.0,2,0,3,0,2,1,0,0,2,0,0,1,1,4,6,2,1,2,1,4,4
3736,0.0,2,0,3,0,2,1,0,0,3,0,0,1,1,0,0,2,1,2,1,5,4
3737,1.0,2,3,3,0,2,1,0,0,7,0,0,1,1,6,4,2,1,2,1,5,1
3738,,2,0,2,1,5,1,0,0,9,1,0,2,2,6,6,2,1,4,3,5,0
3740,0.0,5,3,3,1,5,1,0,0,5,1,0,2,2,3,7,2,1,4,3,4,0
3742,,2,0,3,0,2,1,0,0,2,0,0,1,1,4,6,2,1,2,1,5,4
3743,0.0,5,0,9,0,2,1,0,0,2,0,0,1,1,0,0,2,1,2,1,4,1
3744,0.0,5,2,3,1,2,1,0,0,10,1,0,2,0,7,7,2,1,4,1,3,5
3745,0.0,2,3,3,0,2,1,0,0,3,0,0,1,1,0,6,2,1,2,1,5,4
3746,1.0,5,0,9,0,2,1,0,0,7,0,0,1,1,0,0,2,1,2,1,5,0
3747,0.0,2,3,3,0,2,1,0,0,2,0,0,1,1,4,6,2,1,2,1,5,4
3748,0.0,2,0,3,0,2,1,0,0,3,0,0,1,1,4,0,2,1,2,1,5,0
3749,0.0,2,3,3,0,2,1,0,0,3,0,0,1,1,0,0,2,1,2,1,5,0
3750,1.0,5,3,3,0,2,1,0,0,2,0,0,1,1,4,6,2,1,2,1,5,1
3751,,2,0,3,0,2,1,0,0,3,0,0,1,1,6,6,2,1,2,1,5,1
3752,0.0,5,0,9,0,2,1,0,0,7,0,0,1,1,0,0,2,1,2,1,5,1
3753,,2,0,9,0,2,1,0,0,7,0,0,1,1,4,4,2,1,2,1,4,1
3754,,5,0,9,0,2,1,0,0,3,0,0,1,1,4,0,2,1,2,1,4,1
3755,1.0,5,0,9,0,2,1,0,0,2,0,0,1,1,0,6,2,1,2,1,5,1
3756,0.0,5,3,9,0,2,1,0,0,7,0,0,1,1,4,6,2,1,2,1,4,1
3757,0.0,2,2,3,1,2,1,0,0,3,1,0,2,2,7,7,2,1,4,1,4,5
3758,1.0,5,0,9,0,2,1,0,0,3,0,0,1,1,4,4,2,1,2,1,5,1
3759,0.0,2,0,9,0,2,1,0,0,7,0,0,1,1,6,0,2,1,2,1,5,1
3760,0.0,2,3,3,0,2,1,0,0,7,0,0,1,1,4,6,2,1,2,1,5,0
3761,0.0,2,0,9,0,2,1,0,0,7,0,0,1,1,6,4,2,1,2,1,5,0
3762,0.0,2,0,9,0,2,1,0,0,2,0,0,1,1,0,6,2,1,2,1,4,0
3763,0.0,5,3,3,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,4,4
3764,0.0,5,3,3,0,2,1,0,0,7,0,0,1,1,4,0,2,1,2,1,5,4
3765,0.0,2,3,2,1,5,1,0,0,7,1,0,2,2,7,7,2,1,4,3,4,0
3766,0.0,2,0,9,0,2,1,0,0,3,0,0,1,1,4,6,2,1,2,1,4,0
3767,0.0,2,0,3,0,2,1,0,0,3,0,0,1,1,0,6,2,1,2,1,5,0
3768,0.0,2,3,3,0,2,1,0,0,3,0,0,1,1,4,6,2,1,2,1,4,4
3769,0.0,5,0,9,0,2,1,0,0,2,0,0,1,1,0,6,2,1,2,1,4,1
3770,0.0,5,0,9,0,2,1,0,0,2,0,0,1,1,6,6,2,1,2,1,4,4
3771,0.0,5,0,3,0,2,1,0,0,3,0,0,1,1,4,0,2,1,2,1,5,0
3772,0.0,5,3,9,0,2,1,0,0,7,0,0,1,1,6,6,2,1,2,1,5,4
3773,0.0,2,2,8,1,2,1,0,0,7,1,0,0,0,7,7,2,1,4,1,3,5
3774,0.0,2,0,9,0,2,1,0,0,3,0,0,1,1,6,4,2,1,2,1,4,1
3775,1.0,2,0,9,0,2,1,0,0,7,0,0,1,1,0,6,2,1,2,1,4,0
3776,0.0,2,3,3,0,2,1,0,0,3,0,0,1,1,4,4,2,1,2,1,5,4
3777,0.0,2,0,9,0,2,1,0,0,7,0,0,1,1,6,0,2,1,2,1,5,0
3778,0.0,2,0,9,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,4,0
3779,0.0,2,0,3,0,2,1,0,0,2,0,0,1,1,0,0,2,1,2,1,4,4
3780,0.0,5,3,3,0,2,1,0,0,7,0,0,1,1,4,0,2,1,2,1,5,1
3781,1.0,5,0,9,0,2,1,0,0,3,0,0,1,1,0,6,2,1,2,1,5,4
3782,0.0,2,0,3,0,2,1,0,0,2,0,0,1,1,6,0,2,1,2,1,4,1
3783,1.0,5,0,9,0,2,1,0,0,7,0,0,1,1,4,0,2,1,2,1,5,0
3784,0.0,2,3,3,0,2,1,0,0,7,0,0,1,1,4,4,2,1,2,1,4,0
3785,0.0,5,3,9,0,2,1,0,0,2,0,0,1,1,4,0,2,1,2,1,4,0
3786,0.0,5,2,8,1,2,1,0,0,3,1,0,0,2,7,7,2,1,4,1,3,1
3787,1.0,2,0,3,0,2,1,0,0,7,0,0,1,1,4,0,2,1,2,1,5,1
3788,0.0,2,3,3,0,2,1,0,0,3,0,0,1,1,6,0,2,1,2,1,4,0
3789,0.0,5,3,3,0,2,1,0,0,7,0,0,1,1,4,4,2,1,2,1,4,0
3790,1.0,5,0,9,0,2,1,0,0,2,0,0,1,1,4,0,2,1,2,1,5,1
3791,0.0,5,0,9,0,2,1,0,0,7,0,0,1,1,4,4,2,1,2,1,5,1
3792,,5,3,9,0,2,1,0,0,2,0,0,1,1,6,6,2,1,2,1,4,1
3793,0.0,2,3,3,1,5,1,0,0,9,1,0,2,2,3,3,2,1,4,3,5,0
3794,,2,3,9,0,2,1,0,0,3,0,0,1,1,6,6,2,1,2,1,5,4
3795,0.0,5,3,3,0,2,1,0,0,3,0,0,1,1,6,4,2,1,2,1,5,4
3796,,2,0,9,0,2,1,0,0,3,0,0,1,1,6,0,2,1,2,1,4,1
3797,0.0,2,3,9,0,2,1,0,0,3,0,0,1,1,4,6,2,1,2,1,4,4
3798,0.0,2,0,9,0,2,1,0,0,2,0,0,1,1,4,6,2,1,2,1,5,0
3799,0.0,5,3,3,0,2,1,0,0,3,0,0,1,1,6,6,2,1,2,1,4,4
3800,0.0,2,0,3,0,2,1,0,0,2,0,0,1,1,0,0,2,1,2,1,5,1
3801,,5,3,3,0,2,1,0,0,2,0,0,1,1,6,6,2,1,2,1,5,4
3802,0.0,5,3,9,0,2,1,0,0,2,0,0,1,1,4,4,2,1,2,1,5,0
3803,0.0,5,0,9,0,2,1,0,0,2,0,0,1,1,4,4,2,1,2,1,5,1
3804,,2,0,9,0,2,1,0,0,3,0,0,1,1,0,6,2,1,2,1,5,1
3805,0.0,5,3,3,0,2,1,0,0,2,0,0,1,1,6,4,2,1,2,1,4,1
3806,,2,0,3,0,2,1,0,0,2,0,0,1,1,6,4,2,1,2,1,4,1
3807,0.0,5,3,3,0,2,1,0,0,3,0,0,1,1,6,4,2,1,2,1,4,0
3808,1.0,5,0,9,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,5,1
3809,0.0,5,0,9,0,2,1,0,0,2,0,0,1,1,0,6,2,1,2,1,4,4
3810,1.0,5,3,3,0,2,1,0,0,3,0,0,1,1,6,0,2,1,2,1,5,0
3811,0.0,5,3,9,0,2,1,0,0,2,0,0,1,1,4,6,2,1,2,1,4,0
3812,0.0,2,3,3,0,2,1,0,0,2,0,0,1,1,0,0,2,1,2,1,5,4
3813,0.0,2,3,3,0,2,1,0,0,7,0,0,1,1,6,4,2,1,2,1,4,0
3814,,5,0,9,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,5,4
3815,1.0,3,3,4,0,5,1,1,1,10,0,0,0,0,7,4,2,1,0,7,4,2
3816,0.0,2,0,3,0,2,1,0,0,7,0,0,1,1,4,4,2,1,2,1,5,4
3817,0.0,5,3,9,0,2,1,0,0,3,0,0,1,1,4,6,2,1,2,1,5,1
3818,0.0,2,0,9,0,2,1,0,0,7,0,0,1,1,6,6,2,1,2,1,5,1
3819,0.0,5,3,3,0,2,1,0,0,3,0,0,1,1,4,0,2,1,2,1,4,0
3820,0.0,5,0,3,0,2,1,0,0,3,0,0,1,1,0,6,2,1,2,1,5,4
3821,0.0,2,0,9,0,2,1,0,0,7,0,0,1,1,6,6,2,1,2,1,4,1
3822,1.0,2,0,9,0,2,1,0,0,7,0,0,1,1,4,0,2,1,2,1,4,4
3823,0.0,5,0,9,0,2,1,0,0,2,0,0,1,1,0,0,2,1,2,1,5,0
3824,0.0,5,3,3,0,2,1,0,0,7,0,0,1,1,6,0,2,1,2,1,5,0
3825,0.0,2,3,3,0,2,1,0,0,2,0,0,1,1,0,6,2,1,2,1,5,4
3826,,5,0,9,0,2,1,0,0,2,0,0,1,1,0,0,2,1,2,1,4,0
3827,0.0,2,3,3,0,2,1,0,0,3,0,0,1,1,6,4,2,1,2,1,5,1
3828,0.0,2,3,3,0,2,1,0,0,3,0,0,1,1,4,0,2,1,2,1,4,1
3829,1.0,5,0,9,0,2,1,0,0,7,0,0,1,1,6,4,2,1,2,1,4,0
3830,0.0,2,0,9,0,2,1,0,0,7,0,0,1,1,6,4,2,1,2,1,4,4
3831,,2,0,3,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,5,4
3832,0.0,2,0,3,0,2,1,0,0,7,0,0,1,1,4,0,2,1,2,1,4,1
3833,,5,0,9,0,2,1,0,0,3,0,0,1,1,4,6,2,1,2,1,5,4
3834,1.0,2,0,3,0,2,1,0,0,7,0,0,1,1,4,0,2,1,2,1,5,4
3835,1.0,5,3,3,0,2,1,0,0,2,0,0,1,1,6,6,2,1,2,1,5,1
3836,0.0,2,3,9,0,2,1,0,0,2,0,0,1,1,0,4,2,1,2,1,5,1
3837,0.0,2,0,3,0,2,1,0,0,3,0,0,1,1,4,4,2,1,2,1,5,0
3838,0.0,5,0,9,0,2,1,0,0,2,0,0,1,1,6,6,2,1,2,1,4,0
3839,0.0,2,0,3,0,2,1,0,0,2,0,0,1,1,4,4,2,1,2,1,4,1
3840,1.0,2,0,3,0,2,1,0,0,2,0,0,1,1,6,4,2,1,2,1,5,0
3841,0.0,2,0,9,0,2,1,0,0,3,0,0,1,1,6,0,2,1,2,1,5,1
3842,0.0,2,3,3,1,5,1,0,0,10,1,0,2,2,6,7,2,1,4,3,5,0
3843,1.0,2,3,3,0,2,1,0,0,3,0,0,1,1,6,0,2,1,2,1,5,0
3844,0.0,2,3,3,0,2,1,0,0,2,0,0,1,1,4,6,2,1,2,1,4,0
3845,,2,3,3,0,2,1,0,0,2,0,0,1,1,0,4,2,1,2,1,4,1
3846,0.0,5,3,9,0,2,1,0,0,7,0,0,1,1,6,0,2,1,2,1,4,1
3847,0.0,5,3,3,0,2,1,0,0,7,0,0,1,1,0,4,2,1,2,1,5,1
3848,0.0,5,3,9,0,2,1,0,0,2,0,0,1,1,6,0,2,1,2,1,5,4
3849,0.0,2,0,9,0,2,1,0,0,7,0,0,1,1,0,0,2,1,2,1,5,0
3850,0.0,5,0,9,0,2,1,0,0,2,0,0,1,1,6,4,2,1,2,1,4,1
3851,0.0,5,3,9,0,2,1,0,0,7,0,0,1,1,4,0,2,1,2,1,5,4
3852,,2,0,3,0,2,1,0,0,7,0,0,1,1,0,6,2,1,2,1,4,1
3853,0.0,5,0,9,0,2,1,0,0,3,0,0,1,1,6,0,2,1,2,1,4,0
3854,1.0,2,0,3,0,2,1,0,0,3,0,0,1,1,0,0,2,1,2,1,4,1
3855,0.0,2,3,3,0,2,1,0,0,2,0,0,1,1,0,6,2,1,2,1,5,0
3856,0.0,2,0,3,0,2,1,0,0,3,0,0,1,1,4,4,2,1,2,1,5,1
3857,0.0,2,3,9,0,2,1,0,0,3,0,0,1,1,6,6,2,1,2,1,4,1
3858,,2,0,3,0,2,1,0,0,7,0,0,1,1,6,0,2,1,2,1,5,1
3859,,5,0,9,0,2,1,0,0,2,0,0,1,1,0,6,2,1,2,1,5,4
3860,0.0,2,3,3,0,2,1,0,0,7,0,0,1,1,4,0,2,1,2,1,5,1
3861,0.0,2,3,3,0,2,1,0,0,3,0,0,1,1,0,0,2,1,2,1,5,1
3862,0.0,2,3,3,0,2,1,0,0,7,0,0,1,1,4,0,2,1,2,1,4,4
3863,0.0,2,3,9,0,2,1,0,0,7,0,0,1,1,4,0,2,1,2,1,5,1
3864,1.0,5,0,9,0,2,1,0,0,2,0,0,1,1,0,6,2,1,2,1,5,0
3866,0.0,2,3,9,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,4,0
3867,0.0,2,0,9,0,2,1,0,0,7,0,0,1,1,0,6,2,1,2,1,5,0
3868,,5,3,3,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,4,0
3869,,5,3,3,0,2,1,0,0,3,0,0,1,1,0,6,2,1,2,1,5,1
3870,0.0,2,3,3,0,2,1,0,0,2,0,0,1,1,4,6,2,1,2,1,5,1
3871,1.0,5,0,9,0,2,1,0,0,7,0,0,1,1,6,6,2,1,2,1,4,0
3872,,5,0,3,0,2,1,0,0,2,0,0,1,1,4,6,2,1,2,1,4,0
3873,1.0,5,3,3,0,2,1,0,0,2,0,0,1,1,4,0,2,1,2,1,4,0
3874,,5,3,3,0,2,1,0,0,7,0,0,1,1,4,4,2,1,2,1,5,1
3875,0.0,5,3,3,0,2,1,0,0,2,0,0,1,1,6,4,2,1,2,1,5,1
3876,,2,3,2,1,5,1,0,0,10,1,0,2,2,3,6,2,1,4,2,5,0
3877,0.0,2,0,9,0,2,1,0,0,3,0,0,1,1,4,4,2,1,2,1,5,4
3878,,5,3,9,0,2,1,0,0,3,0,0,1,1,6,6,2,1,2,1,4,1
3879,,2,0,9,0,2,1,0,0,2,0,0,1,1,4,4,2,1,2,1,4,1
3880,0.0,5,0,9,0,2,1,0,0,7,0,0,1,1,0,0,2,1,2,1,4,4
3881,,2,0,3,0,2,1,0,0,3,0,0,1,1,4,0,2,1,2,1,5,1
3882,,2,0,3,0,2,1,0,0,3,0,0,1,1,6,6,2,1,2,1,4,1
3883,0.0,5,3,9,0,2,1,0,0,2,0,0,1,1,6,6,2,1,2,1,5,1
3884,0.0,5,3,3,0,2,1,0,0,7,0,0,1,1,6,0,2,1,2,1,4,1
3885,,5,3,9,0,2,1,0,0,2,0,0,1,1,4,4,2,1,2,1,4,4
3886,0.0,2,0,3,0,2,1,0,0,2,0,0,1,1,4,4,2,1,2,1,4,4
3887,,2,3,3,0,2,1,0,0,2,0,0,1,1,0,4,2,1,2,1,5,0
3888,0.0,2,0,9,0,2,1,0,0,7,0,0,1,1,6,0,2,1,2,1,4,0
3889,1.0,2,3,3,0,2,1,0,0,3,0,0,1,1,4,4,2,1,2,1,5,1
3890,1.0,5,3,3,0,2,1,0,0,7,0,0,1,1,0,4,2,1,2,1,4,1
3891,0.0,2,0,3,0,2,1,0,0,2,0,0,1,1,6,6,2,1,2,1,4,0
3892,1.0,2,0,9,0,2,1,0,0,7,0,0,1,1,4,6,2,1,2,1,5,0
3893,0.0,2,3,3,0,2,1,0,0,2,0,0,1,1,4,4,2,1,2,1,5,0
3894,1.0,5,3,9,0,2,1,0,0,2,0,0,1,1,6,6,2,1,2,1,5,4
3895,1.0,2,3,3,0,2,1,0,0,2,0,0,1,1,4,4,2,1,2,1,4,0
3896,0.0,5,0,9,0,2,1,0,0,3,0,0,1,1,0,0,2,1,2,1,5,1
3897,0.0,5,3,9,0,2,1,0,0,7,0,0,1,1,0,6,2,1,2,1,5,4
3898,,2,3,3,0,2,1,0,0,2,0,0,1,1,0,0,2,1,2,1,5,0
3899,0.0,2,3,3,0,2,1,0,0,2,0,0,1,1,6,6,2,1,2,1,4,4
3900,1.0,2,3,9,0,2,1,0,0,7,0,0,1,1,0,6,2,1,2,1,4,4
3901,1.0,2,0,3,0,2,1,0,0,2,0,0,1,1,4,4,2,1,2,1,5,0
3902,1.0,5,3,9,0,2,1,0,0,3,0,0,1,1,6,6,2,1,2,1,4,0
3903,1.0,5,0,9,0,2,1,0,0,7,0,0,1,1,0,6,2,1,2,1,4,1
3904,,2,0,3,0,2,1,0,0,7,0,0,1,1,0,6,2,1,2,1,5,1
3905,1.0,5,2,8,1,2,1,0,0,10,1,0,0,0,7,7,2,1,4,1,3,5
3906,1.0,2,3,3,1,5,1,0,0,5,1,0,2,2,3,6,2,1,4,3,4,0
3908,1.0,2,3,3,0,2,1,0,0,7,0,0,1,1,6,6,2,1,2,1,5,0
3909,1.0,2,0,3,0,2,1,0,0,2,0,0,1,1,6,4,2,1,2,1,5,1
3910,0.0,2,3,2,1,5,1,0,0,5,1,0,2,2,6,3,2,1,4,2,4,0
3911,1.0,5,3,9,0,2,1,0,0,3,0,0,1,1,4,4,2,1,2,1,5,1
3912,1.0,5,3,9,0,2,1,0,0,2,0,0,1,1,0,4,2,1,2,1,5,0
3913,1.0,5,3,9,0,2,1,0,0,3,0,0,1,1,4,0,2,1,2,1,4,4
3914,0.0,5,3,9,0,2,1,0,0,7,0,0,1,1,4,4,2,1,2,1,5,1
3915,0.0,2,0,9,0,2,1,0,0,2,0,0,1,1,0,4,2,1,2,1,5,1
3916,0.0,2,3,3,0,2,1,0,0,7,0,0,1,1,0,0,2,1,2,1,5,1
3917,1.0,5,0,3,0,2,1,0,0,7,0,0,1,1,4,4,2,1,2,1,5,1
3918,1.0,2,3,9,0,2,1,0,0,7,0,0,1,1,0,0,2,1,2,1,4,1
3919,1.0,5,3,3,0,2,1,0,0,3,0,0,1,1,6,6,2,1,2,1,4,1
3920,0.0,5,3,9,0,2,1,0,0,2,0,0,1,1,6,4,2,1,2,1,5,1
3921,1.0,2,3,3,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,5,4
3922,0.0,2,3,9,0,2,1,0,0,3,0,0,1,1,4,0,2,1,2,1,5,1
3923,0.0,5,3,3,0,2,1,0,0,2,0,0,1,1,6,0,2,1,2,1,5,0
3924,0.0,2,3,3,0,2,1,0,0,3,0,0,1,1,6,6,2,1,2,1,4,0
3925,1.0,2,3,3,0,2,1,0,0,7,0,0,1,1,0,4,2,1,2,1,5,4
3926,1.0,5,0,3,0,2,1,0,0,2,0,0,1,1,4,4,2,1,2,1,4,1
3927,1.0,2,0,9,0,2,1,0,0,2,0,0,1,1,4,6,2,1,2,1,4,1
3928,0.0,2,0,9,0,2,1,0,0,3,0,0,1,1,6,4,2,1,2,1,5,1
3929,1.0,5,0,9,0,2,1,0,0,3,0,0,1,1,6,4,2,1,2,1,4,1
3930,1.0,2,0,9,0,2,1,0,0,3,0,0,1,1,0,0,2,1,2,1,4,1
3931,1.0,2,0,3,0,2,1,0,0,3,0,0,1,1,6,0,2,1,2,1,4,1
3932,1.0,2,3,3,0,2,1,0,0,7,0,0,1,1,0,0,2,1,2,1,5,0
3933,1.0,2,0,3,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,4,1
3934,1.0,2,0,9,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,5,0
3935,,2,3,9,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,4,4
3936,1.0,2,0,3,0,2,1,0,0,2,0,0,1,1,6,4,2,1,2,1,4,4
3937,0.0,2,3,3,0,2,1,0,0,2,0,0,1,1,4,0,2,1,2,1,5,1
3938,0.0,2,0,9,0,2,1,0,0,2,0,0,1,1,4,0,2,1,2,1,5,0
3939,,2,0,2,1,5,1,0,0,9,1,0,2,2,3,7,2,1,4,3,5,0
3940,1.0,2,3,3,0,2,1,0,0,2,0,0,1,1,6,4,2,1,2,1,4,0
3941,1.0,2,0,3,0,2,1,0,0,3,0,0,1,1,6,6,2,1,2,1,4,4
3942,0.0,5,3,9,0,2,1,0,0,7,0,0,1,1,6,0,2,1,2,1,5,1
3943,0.0,2,0,9,0,2,1,0,0,7,0,0,1,1,6,0,2,1,2,1,5,4
3944,1.0,2,3,9,0,2,1,0,0,3,0,0,1,1,4,4,2,1,2,1,4,0
3945,0.0,2,3,4,1,5,1,0,0,9,1,0,2,2,7,3,2,1,4,2,4,0
3946,1.0,2,3,9,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,5,1
3947,1.0,5,3,9,0,2,1,0,0,7,0,0,1,1,4,6,2,1,2,1,5,1
3948,0.0,5,0,9,0,2,1,0,0,7,0,0,1,1,6,0,2,1,2,1,5,0
3949,1.0,5,3,9,0,2,1,0,0,3,0,0,1,1,6,4,2,1,2,1,5,1
3950,1.0,2,3,3,0,2,1,0,0,2,0,0,1,1,0,0,2,1,2,1,4,4
3951,1.0,2,0,2,1,5,1,0,0,5,1,0,2,2,3,3,2,1,4,2,5,0
3952,1.0,2,0,9,0,2,1,0,0,7,0,0,1,1,6,4,2,1,2,1,4,0
3953,,2,0,9,0,2,1,0,0,7,0,0,1,1,0,4,2,1,2,1,4,1
3954,,5,3,9,0,2,1,0,0,3,0,0,1,1,4,4,2,1,2,1,4,0
3955,1.0,5,0,9,0,2,1,0,0,7,0,0,1,1,4,0,2,1,2,1,4,1
3957,1.0,2,0,9,0,2,1,0,0,7,0,0,1,1,6,0,2,1,2,1,4,4
3958,0.0,5,3,9,0,2,1,0,0,3,0,0,1,1,4,0,2,1,2,1,4,1
3959,1.0,2,0,9,0,2,1,0,0,2,0,0,1,1,4,4,2,1,2,1,4,4
3960,1.0,2,0,9,0,2,1,0,0,2,0,0,1,1,4,0,2,1,2,1,4,0
3961,0.0,2,3,3,0,2,1,0,0,7,0,0,1,1,0,6,2,1,2,1,4,4
3962,1.0,2,3,3,0,2,1,0,0,3,0,0,1,1,0,0,2,1,2,1,4,1
3963,1.0,2,3,3,0,2,1,0,0,3,0,0,1,1,0,4,2,1,2,1,4,0
3964,1.0,2,0,3,0,2,1,0,0,2,0,0,1,1,0,4,2,1,2,1,4,1
