,edibility,capShape,capSurface,capColor,bruises,odor,gillAttachment,gillSpacing,gillSize,gillColor,stalkShape,stalkSurfaceAboveRing,stalkSurfaceBelowRing,stalkColorAboveRing,stalkColorBelowRing,veilColor,ringNumber,ringType,sporePrintColor,population,habitat
3646,p,x,f,g,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,y,g
3647,p,x,f,g,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,v,d
3648,p,x,f,g,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,y,p
3649,e,f,y,e,t,n,f,c,b,u,t,s,s,g,p,w,o,p,n,y,d
3650,e,f,y,n,t,n,f,c,b,p,t,s,s,w,p,w,o,p,k,v,d
3651,p,x,y,g,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,y,d
3652,p,x,f,g,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,v,p
3653,p,f,y,g,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,v,p
3654,e,f,y,n,t,n,f,c,b,w,t,s,s,p,w,w,o,p,n,v,d
3655,p,x,f,g,f,c,f,w,n,n,e,s,s,w,w,w,o,p,n,s,d
3656,e,f,f,e,t,n,f,c,b,n,t,s,s,p,p,w,o,p,n,v,d
3657,p,f,f,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,y,d
3658,e,f,y,n,t,n,f,c,b,u,t,s,s,g,p,w,o,p,n,v,d
3659,e,x,y,e,t,n,f,c,b,u,t,s,s,w,p,w,o,p,k,y,d
3660,p,x,f,g,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,y,p
3661,e,x,y,n,t,n,f,c,b,p,t,s,s,w,w,w,o,p,k,y,d
3662,p,x,s,w,f,c,f,c,n,g,e,s,s,w,w,w,o,p,n,v,d
3663,e,f,y,g,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,v,d
3664,e,f,f,e,t,n,f,c,b,p,t,s,s,p,p,w,o,p,n,v,d
3665,e,f,y,g,t,n,f,c,b,p,t,s,s,p,p,w,o,p,n,y,d
3666,p,x,f,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,v,d
3667,e,f,y,e,t,n,f,c,b,u,t,s,s,w,w,w,o,p,n,v,d
3668,e,f,y,e,t,n,f,c,b,p,t,s,s,w,g,w,o,p,n,y,d
3669,p,x,s,p,f,c,f,c,n,g,e,s,s,w,w,w,o,p,k,s,d
3670,e,f,f,e,t,n,f,c,b,u,t,s,s,w,w,w,o,p,k,v,d
3671,e,f,f,g,t,n,f,c,b,u,t,s,s,g,p,w,o,p,k,y,d
3672,e,f,f,g,t,n,f,c,b,w,t,s,s,w,w,w,o,p,n,y,d
3673,e,f,f,g,t,n,f,c,b,u,t,s,s,g,p,w,o,p,n,v,d
3674,p,x,f,g,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,v,p
3675,e,f,y,n,t,n,f,c,b,p,t,s,s,p,g,w,o,p,n,y,d
3676,e,f,y,g,t,n,f,c,b,n,t,s,s,w,g,w,o,p,k,v,d
3677,e,f,y,n,t,n,f,c,b,u,t,s,s,p,p,w,o,p,k,y,d
3678,p,x,s,p,f,c,f,c,n,n,e,s,s,w,w,w,o,p,k,s,d
3679,e,f,y,e,t,n,f,c,b,n,t,s,s,p,p,w,o,p,k,y,d
3680,e,f,y,g,t,n,f,c,b,p,t,s,s,g,p,w,o,p,k,v,d
3681,e,f,y,e,t,n,f,c,b,n,t,s,s,w,p,w,o,p,k,y,d
3682,p,x,s,w,f,c,f,c,n,u,e,s,s,w,w,w,o,p,k,s,d
3683,p,x,f,g,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,v,p
3684,e,f,y,n,t,n,f,c,b,w,t,s,s,w,p,w,o,p,n,v,d
3685,p,x,f,g,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,v,g
3686,p,x,f,w,f,c,f,c,n,n,e,s,s,w,w,w,o,p,n,s,d
3687,e,f,y,n,t,n,f,c,b,w,t,s,s,g,g,w,o,p,k,y,d
3688,e,f,y,g,t,n,f,c,b,p,t,s,s,w,w,w,o,p,n,v,d
3689,e,f,y,g,t,n,f,c,b,n,t,s,s,w,w,w,o,p,n,v,d
3690,e,f,y,g,t,n,f,c,b,w,t,s,s,w,p,w,o,p,n,v,d
3691,p,x,f,w,f,c,f,w,n,p,e,s,s,w,w,w,o,p,n,v,d
3692,e,f,f,e,t,n,f,c,b,u,t,s,s,w,w,w,o,p,n,v,d
3693,p,x,f,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,v,g
3694,e,f,y,n,t,n,f,c,b,w,t,s,s,g,w,w,o,p,n,y,d
3695,e,f,y,n,t,n,f,c,b,p,t,s,s,p,g,w,o,p,n,v,d
3696,p,x,s,p,f,c,f,c,n,u,e,s,s,w,w,w,o,p,k,v,d
3697,e,f,y,g,t,n,f,c,b,n,t,s,s,w,g,w,o,p,n,y,d
3698,p,x,s,p,f,c,f,c,n,g,e,s,s,w,w,w,o,p,n,v,d
3699,e,x,y,n,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,y,d
3700,p,x,y,g,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,y,g
3701,e,f,y,e,t,n,f,c,b,w,t,s,s,g,w,w,o,p,k,y,d
3702,p,x,f,p,f,c,f,c,n,p,e,s,s,w,w,w,o,p,n,s,d
3703,p,x,f,g,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,v,p
3704,e,f,f,e,t,n,f,c,b,u,t,s,s,w,g,w,o,p,n,y,d
3705,e,f,f,e,t,n,f,c,b,w,t,s,s,g,w,w,o,p,k,y,d
3706,p,x,f,g,f,c,f,c,n,u,e,s,s,w,w,w,o,p,n,s,d
3707,p,x,f,g,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,v,g
3708,e,f,y,g,t,n,f,c,b,n,t,s,s,w,w,w,o,p,n,y,d
3709,p,x,f,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,d
3710,e,f,f,e,t,n,f,c,b,w,t,s,s,p,p,w,o,p,k,v,d
3711,e,f,y,n,t,n,f,c,b,u,t,s,s,w,p,w,o,p,k,v,d
3712,p,f,y,y,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,y,d
3713,e,f,y,e,t,n,f,c,b,n,t,s,s,w,w,w,o,p,k,y,d
3714,e,f,y,e,t,n,f,c,b,p,t,s,s,w,w,w,o,p,k,v,d
3715,e,f,y,n,t,n,f,c,b,w,t,s,s,g,g,w,o,p,n,y,d
3716,e,x,f,n,t,n,f,c,b,w,t,s,s,g,p,w,o,p,k,v,d
3717,p,f,y,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,v,d
3718,e,f,y,g,t,n,f,c,b,u,t,s,s,g,w,w,o,p,n,v,d
3719,e,f,f,e,t,n,f,c,b,w,t,s,s,p,w,w,o,p,k,y,d
3720,e,f,y,n,t,n,f,c,b,p,t,s,s,p,p,w,o,p,n,v,d
3721,e,x,y,g,t,n,f,c,b,p,t,s,s,p,w,w,o,p,n,y,d
3722,e,x,y,n,t,n,f,c,b,w,t,s,s,g,w,w,o,p,k,v,d
3723,p,x,f,g,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,v,d
3724,p,x,s,w,f,c,f,w,n,g,e,s,s,w,w,w,o,p,n,v,d
3725,p,f,f,y,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,v,p
3726,e,f,y,n,t,n,f,c,b,u,t,s,s,p,g,w,o,p,n,v,d
3727,e,f,y,e,t,n,f,c,b,p,t,s,s,p,g,w,o,p,k,y,d
3728,e,f,f,e,t,n,f,c,b,u,t,s,s,p,g,w,o,p,n,y,d
3729,e,f,f,e,t,n,f,c,b,w,t,s,s,p,p,w,o,p,n,y,d
3730,e,f,y,e,t,n,f,c,b,w,t,s,s,g,p,w,o,p,n,v,d
3731,e,f,y,n,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,y,d
3732,e,f,y,e,t,n,f,c,b,n,t,s,s,w,g,w,o,p,k,v,d
3733,p,x,y,g,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,y,g
3734,e,f,y,e,t,n,f,c,b,w,t,s,s,p,p,w,o,p,n,y,d
3735,e,f,y,n,t,n,f,c,b,p,t,s,s,w,w,w,o,p,n,y,d
3736,p,x,f,g,f,f,f,c,b,p,e,k,k,p,n,w,o,l,h,v,d
3737,p,x,f,w,f,c,f,w,n,p,e,s,s,w,w,w,o,p,k,s,d
3738,p,x,f,g,f,c,f,w,n,p,e,s,s,w,w,w,o,p,k,v,d
3739,e,x,y,n,t,n,f,c,b,u,t,s,s,w,g,w,o,p,n,y,d
3740,p,f,f,y,f,f,f,c,b,h,e,k,k,p,p,w,o,l,h,v,p
3741,p,x,s,g,f,c,f,w,n,n,e,s,s,w,w,w,o,p,n,v,d
3742,e,f,y,e,t,n,f,c,b,w,t,s,s,g,w,w,o,p,n,v,d
3743,e,f,y,e,t,n,f,c,b,u,t,s,s,w,w,w,o,p,n,y,d
3744,e,f,f,e,t,n,f,c,b,p,t,s,s,g,p,w,o,p,k,v,d
3745,p,x,f,y,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,v,d
3746,e,f,y,n,t,n,f,c,b,u,t,s,s,g,g,w,o,p,n,v,d
3747,e,f,f,e,t,n,f,c,b,w,t,s,s,w,w,w,o,p,n,v,d
3748,e,f,y,e,t,n,f,c,b,u,t,s,s,p,w,w,o,p,n,v,d
3749,p,x,f,y,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,v,p
3750,p,x,f,g,f,c,f,c,n,n,e,s,s,w,w,w,o,p,n,v,d
3751,e,f,f,e,t,n,f,c,b,u,t,s,s,w,p,w,o,p,k,v,d
3752,p,x,s,g,f,c,f,c,n,g,e,s,s,w,w,w,o,p,n,s,d
3753,p,x,f,w,f,c,f,c,n,u,e,s,s,w,w,w,o,p,n,v,d
3754,p,x,f,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,y,g
3755,e,f,y,g,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,v,d
3756,e,f,f,e,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,v,d
3757,p,f,f,y,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,y,p
3758,e,f,f,e,t,n,f,c,b,u,t,s,s,g,w,w,o,p,k,y,d
3759,e,f,y,e,t,n,f,c,b,w,t,s,s,w,p,w,o,p,n,v,d
3760,e,f,f,g,t,n,f,c,b,u,t,s,s,p,w,w,o,p,n,v,d
3761,e,f,y,e,t,n,f,c,b,n,t,s,s,g,w,w,o,p,n,y,d
3762,e,f,f,g,t,n,f,c,b,u,t,s,s,w,p,w,o,p,k,v,d
3763,e,f,y,n,t,n,f,c,b,u,t,s,s,w,p,w,o,p,k,y,d
3764,e,f,y,e,t,n,f,c,b,w,t,s,s,p,w,w,o,p,k,v,d
3765,e,f,y,n,t,n,f,c,b,w,t,s,s,g,g,w,o,p,n,v,d
3766,e,f,f,e,t,n,f,c,b,n,t,s,s,p,p,w,o,p,n,y,d
3767,e,f,y,e,t,n,f,c,b,w,t,s,s,w,p,w,o,p,n,y,d
3768,e,f,f,g,t,n,f,c,b,w,t,s,s,w,g,w,o,p,k,y,d
3769,e,x,f,g,t,n,f,c,b,p,t,s,s,p,w,w,o,p,n,y,d
3770,e,f,y,n,t,n,f,c,b,p,t,s,s,w,p,w,o,p,n,y,d
3771,e,f,y,n,t,n,f,c,b,p,t,s,s,g,p,w,o,p,n,v,d
3772,e,x,f,e,t,n,f,c,b,n,t,s,s,g,w,w,o,p,k,y,d
3773,e,f,f,n,t,n,f,c,b,p,t,s,s,w,p,w,o,p,k,y,d
3774,p,x,f,g,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,y,p
3775,e,f,y,e,t,n,f,c,b,p,t,s,s,w,p,w,o,p,n,y,d
3776,e,x,y,g,t,n,f,c,b,n,t,s,s,w,g,w,o,p,k,y,d
3777,e,f,y,n,t,n,f,c,b,w,t,s,s,p,p,w,o,p,n,v,d
3778,e,f,y,n,t,n,f,c,b,w,t,s,s,g,p,w,o,p,k,y,d
3779,e,f,y,g,t,n,f,c,b,w,t,s,s,p,g,w,o,p,n,y,d
3780,p,x,f,g,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,v,d
3781,e,f,f,e,t,n,f,c,b,w,t,s,s,p,w,w,o,p,n,v,d
3782,p,f,f,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,v,d
3783,e,f,y,g,t,n,f,c,b,u,t,s,s,p,p,w,o,p,n,y,d
3784,e,f,y,g,t,n,f,c,b,n,t,s,s,g,g,w,o,p,n,v,d
3785,e,f,f,g,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,y,d
3786,p,f,f,y,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,v,p
3787,e,x,y,n,t,n,f,c,b,n,t,s,s,g,w,w,o,p,n,v,d
3788,e,f,y,g,t,n,f,c,b,p,t,s,s,g,g,w,o,p,n,y,d
3789,p,f,f,g,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,v,d
3790,e,f,y,n,t,n,f,c,b,w,t,s,s,g,w,w,o,p,k,v,d
3791,p,x,f,g,f,c,f,w,n,u,e,s,s,w,w,w,o,p,k,s,d
3792,e,f,y,e,t,n,f,c,b,w,t,s,s,p,w,w,o,p,n,y,d
3793,p,x,s,w,f,c,f,w,n,g,e,s,s,w,w,w,o,p,k,s,d
3794,e,f,y,n,t,n,f,c,b,n,t,s,s,w,p,w,o,p,k,v,d
3795,p,x,s,w,f,c,f,c,n,n,e,s,s,w,w,w,o,p,n,v,d
3796,e,f,y,e,t,n,f,c,b,p,t,s,s,p,p,w,o,p,n,y,d
3797,e,f,f,g,t,n,f,c,b,u,t,s,s,w,g,w,o,p,n,v,d
3798,e,f,f,e,t,n,f,c,b,p,t,s,s,p,w,w,o,p,k,y,d
3799,e,f,y,e,t,n,f,c,b,w,t,s,s,g,w,w,o,p,n,y,d
3800,p,x,s,g,f,c,f,c,n,p,e,s,s,w,w,w,o,p,k,s,d
3801,e,f,y,e,t,n,f,c,b,n,t,s,s,p,w,w,o,p,k,y,d
3802,e,f,y,e,t,n,f,c,b,n,t,s,s,g,g,w,o,p,k,v,d
3803,p,x,f,p,f,c,f,w,n,n,e,s,s,w,w,w,o,p,k,v,d
3804,e,f,f,e,t,n,f,c,b,u,t,s,s,p,p,w,o,p,k,y,d
3805,p,x,s,p,f,c,f,c,n,u,e,s,s,w,w,w,o,p,n,v,d
3806,e,f,f,e,t,n,f,c,b,w,t,s,s,p,g,w,o,p,k,y,d
3807,p,f,f,g,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,y,g
3808,e,f,y,g,t,n,f,c,b,p,t,s,s,g,p,w,o,p,n,y,d
3809,p,x,f,g,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,y,g
3810,e,f,y,n,t,n,f,c,b,n,t,s,s,p,p,w,o,p,k,v,d
3811,e,f,y,e,t,n,f,c,b,u,t,s,s,p,p,w,o,p,n,v,d
3812,e,f,y,n,t,n,f,c,b,u,t,s,s,p,p,w,o,p,k,v,d
3813,p,x,s,p,f,c,f,w,n,g,e,s,s,w,w,w,o,p,k,s,d
3814,p,x,y,g,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,y,p
3815,e,f,f,e,t,n,f,c,b,p,t,s,s,g,p,w,o,p,n,v,d
3816,e,f,f,g,t,n,f,c,b,w,t,s,s,w,w,w,o,p,k,v,d
3817,e,f,y,g,t,n,f,c,b,n,t,s,s,w,w,w,o,p,k,v,d
3818,e,f,y,e,t,n,f,c,b,p,t,s,s,g,w,w,o,p,n,y,d
3819,e,f,y,e,t,n,f,c,b,u,t,s,s,w,w,w,o,p,k,v,d
3820,e,x,f,g,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,y,d
3821,p,x,f,g,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,y,d
3822,e,x,y,n,t,n,f,c,b,u,t,s,s,g,p,w,o,p,n,y,d
3823,e,f,y,e,t,n,f,c,b,u,t,s,s,w,p,w,o,p,k,y,d
3824,e,f,f,e,t,n,f,c,b,n,t,s,s,p,w,w,o,p,k,y,d
3825,p,x,f,w,f,c,f,c,n,n,e,s,s,w,w,w,o,p,k,v,d
3826,e,f,y,e,t,n,f,c,b,p,t,s,s,g,p,w,o,p,k,y,d
3827,e,f,y,g,t,n,f,c,b,p,t,s,s,w,w,w,o,p,n,y,d
3828,p,x,f,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,g
3829,e,f,y,g,t,n,f,c,b,n,t,s,s,p,w,w,o,p,n,y,d
3830,p,x,s,w,f,c,f,w,n,n,e,s,s,w,w,w,o,p,k,v,d
3831,e,f,f,e,t,n,f,c,b,n,t,s,s,p,p,w,o,p,k,v,d
3832,p,x,s,w,f,c,f,c,n,n,e,s,s,w,w,w,o,p,k,s,d
3833,p,x,f,g,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,v,d
3834,p,x,f,g,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,y,d
3835,e,f,y,g,t,n,f,c,b,u,t,s,s,g,g,w,o,p,n,v,d
3836,e,f,y,g,t,n,f,c,b,p,t,s,s,w,g,w,o,p,n,v,d
3837,e,f,y,e,t,n,f,c,b,p,t,s,s,p,w,w,o,p,n,y,d
3838,e,f,y,e,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,y,d
3839,p,x,f,g,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,v,p
3840,e,f,f,e,t,n,f,c,b,u,t,s,s,p,w,w,o,p,n,y,d
3841,e,f,f,e,t,n,f,c,b,n,t,s,s,g,p,w,o,p,k,y,d
3842,p,x,y,g,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,v,g
3843,e,f,f,e,t,n,f,c,b,u,t,s,s,w,g,w,o,p,k,y,d
3844,p,x,f,g,f,c,f,w,n,p,e,s,s,w,w,w,o,p,n,s,d
3845,e,f,y,g,t,n,f,c,b,u,t,s,s,g,w,w,o,p,k,y,d
3846,e,f,y,e,t,n,f,c,b,w,t,s,s,g,g,w,o,p,n,y,d
3847,e,f,y,e,t,n,f,c,b,n,t,s,s,p,w,w,o,p,n,y,d
3848,e,f,y,g,t,n,f,c,b,w,t,s,s,w,p,w,o,p,k,y,d
3849,e,x,f,e,t,n,f,c,b,n,t,s,s,w,w,w,o,p,n,y,d
3850,e,f,y,g,t,n,f,c,b,u,t,s,s,p,w,w,o,p,k,y,d
3851,p,x,s,p,f,c,f,c,n,p,e,s,s,w,w,w,o,p,k,s,d
3852,e,f,y,n,t,n,f,c,b,u,t,s,s,w,p,w,o,p,n,v,d
3853,p,x,f,g,f,f,f,c,b,p,e,k,k,b,n,w,o,l,h,y,g
3854,e,f,y,e,t,n,f,c,b,n,t,s,s,w,p,w,o,p,k,v,d
3855,e,f,y,g,t,n,f,c,b,w,t,s,s,g,w,w,o,p,n,v,d
3856,e,f,f,e,t,n,f,c,b,n,t,s,s,p,g,w,o,p,n,v,d
3857,p,x,s,w,f,c,f,w,n,u,e,s,s,w,w,w,o,p,n,v,d
3858,p,x,f,w,f,c,f,w,n,n,e,s,s,w,w,w,o,p,n,v,d
3859,e,x,y,n,t,n,f,c,b,n,t,s,s,w,w,w,o,p,n,v,d
3860,e,f,f,e,t,n,f,c,b,w,t,s,s,p,g,w,o,p,k,v,d
3861,e,f,y,e,t,n,f,c,b,w,t,s,s,g,p,w,o,p,k,v,d
3862,e,x,y,g,t,n,f,c,b,u,t,s,s,g,p,w,o,p,n,y,d
3863,p,x,f,g,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,v,d
3864,p,x,f,w,f,c,f,w,n,n,e,s,s,w,w,w,o,p,k,v,d
3865,e,f,y,n,t,n,f,c,b,w,t,s,s,w,w,w,o,p,k,y,d
3866,e,f,f,e,t,n,f,c,b,w,t,s,s,g,g,w,o,p,k,v,d
3867,p,x,f,w,f,c,f,w,n,u,e,s,s,w,w,w,o,p,k,v,d
3868,p,x,s,g,f,c,f,w,n,p,e,s,s,w,w,w,o,p,k,s,d
3869,e,x,y,e,t,n,f,c,b,p,t,s,s,p,p,w,o,p,k,v,d
3870,p,x,f,g,f,f,f,c,b,h,e,k,k,b,p,w,o,l,h,v,d
3871,p,x,f,g,f,c,f,c,n,p,e,s,s,w,w,w,o,p,n,v,d
3872,p,x,f,g,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,v,d
3873,p,x,s,g,f,c,f,c,n,n,e,s,s,w,w,w,o,p,n,v,d
3874,e,x,f,g,t,n,f,c,b,w,t,s,s,p,g,w,o,p,k,v,d
3875,p,x,f,p,f,c,f,c,n,u,e,s,s,w,w,w,o,p,k,s,d
3876,e,f,f,e,t,n,f,c,b,n,t,s,s,g,p,w,o,p,n,v,d
3877,p,x,s,p,f,c,f,c,n,n,e,s,s,w,w,w,o,p,k,v,d
3878,p,x,f,g,f,c,f,w,n,p,e,s,s,w,w,w,o,p,k,s,d
3879,e,f,y,e,t,n,f,c,b,p,t,s,s,g,g,w,o,p,k,y,d
3880,p,x,f,g,f,c,f,c,n,n,e,s,s,w,w,w,o,p,k,s,d
3881,p,x,s,g,f,c,f,w,n,n,e,s,s,w,w,w,o,p,k,v,d
3882,e,f,y,g,t,n,f,c,b,u,t,s,s,w,g,w,o,p,n,y,d
3883,e,f,y,n,t,n,f,c,b,u,t,s,s,g,w,w,o,p,n,y,d
3884,p,x,f,g,f,c,f,w,n,g,e,s,s,w,w,w,o,p,n,s,d
3885,e,f,f,e,t,n,f,c,b,p,t,s,s,w,g,w,o,p,k,v,d
3886,p,x,s,w,f,c,f,c,n,n,e,s,s,w,w,w,o,p,n,s,d
3887,e,f,y,n,t,n,f,c,b,w,t,s,s,g,g,w,o,p,k,v,d
3888,p,x,f,g,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,d
3889,p,f,y,g,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,y,g
3890,e,f,y,g,t,n,f,c,b,n,t,s,s,p,g,w,o,p,k,v,d
3891,p,x,f,g,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,v,g
3892,e,f,y,g,t,n,f,c,b,p,t,s,s,g,w,w,o,p,n,v,d
3893,p,x,f,g,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,g
3894,p,f,f,g,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,y,p
3895,e,f,f,e,t,n,f,c,b,n,t,s,s,w,w,w,o,p,k,v,d
3896,e,f,f,g,t,n,f,c,b,w,t,s,s,g,g,w,o,p,k,v,d
3897,p,x,f,w,f,c,f,c,n,p,e,s,s,w,w,w,o,p,n,v,d
3898,e,f,f,g,t,n,f,c,b,n,t,s,s,w,w,w,o,p,n,y,d
3899,p,x,f,g,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,y,p
3900,p,x,y,y,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,d
3901,p,f,y,g,f,f,f,c,b,p,e,k,k,n,p,w,o,l,h,y,p
3902,p,x,f,y,f,f,f,c,b,p,e,k,k,p,b,w,o,l,h,v,g
3903,p,x,f,w,f,c,f,w,n,g,e,s,s,w,w,w,o,p,n,v,d
3904,p,x,y,y,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,y,d
3905,p,x,y,y,f,f,f,c,b,g,e,k,k,b,p,w,o,l,h,v,d
3906,p,x,f,y,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,v,p
3907,p,f,f,y,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,v,d
3908,p,f,f,y,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,d
3909,e,f,y,g,t,n,f,c,b,n,t,s,s,w,g,w,o,p,k,y,d
3910,p,x,y,g,f,f,f,c,b,g,e,k,k,b,n,w,o,l,h,y,g
3911,p,f,f,y,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,y,p
3912,p,f,f,y,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,g
3913,e,x,f,g,t,n,f,c,b,w,t,s,s,w,w,w,o,p,k,y,d
3914,e,f,y,n,t,n,f,c,b,n,t,s,s,w,g,w,o,p,n,v,d
3915,e,f,y,e,t,n,f,c,b,n,t,s,s,w,p,w,o,p,n,v,d
3916,p,x,y,y,f,f,f,c,b,h,e,k,k,n,p,w,o,l,h,v,g
3917,p,f,y,g,f,f,f,c,b,g,e,k,k,b,b,w,o,l,h,v,g
3918,p,f,y,g,f,f,f,c,b,h,e,k,k,n,b,w,o,l,h,v,d
3919,e,f,y,e,t,n,f,c,b,w,t,s,s,p,w,w,o,p,k,y,d
3920,p,f,y,g,f,f,f,c,b,p,e,k,k,n,b,w,o,l,h,v,g
3921,e,f,f,e,t,n,f,c,b,n,t,s,s,g,w,w,o,p,k,v,d
3922,e,f,f,g,t,n,f,c,b,p,t,s,s,g,w,w,o,p,k,v,d
3923,e,f,f,g,t,n,f,c,b,w,t,s,s,g,p,w,o,p,n,v,d
3924,p,x,f,g,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,y,d
3925,p,x,y,y,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,y,g
3926,p,f,f,y,f,f,f,c,b,h,e,k,k,b,n,w,o,l,h,y,g
3927,e,f,y,e,t,n,f,c,b,p,t,s,s,g,p,w,o,p,n,v,d
3928,p,x,f,y,f,f,f,c,b,h,e,k,k,p,n,w,o,l,h,y,d
3929,p,f,y,g,f,f,f,c,b,h,e,k,k,p,b,w,o,l,h,y,p
3930,p,f,f,y,f,f,f,c,b,g,e,k,k,p,p,w,o,l,h,v,g
3931,p,f,y,y,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,v,d
3932,p,x,y,g,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,y,p
3933,p,f,f,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,v,p
3934,p,x,s,p,f,c,f,c,n,g,e,s,s,w,w,w,o,p,n,s,d
3935,p,x,y,y,f,f,f,c,b,p,e,k,k,n,n,w,o,l,h,v,g
3936,e,f,f,e,t,n,f,c,b,u,t,s,s,g,g,w,o,p,k,v,d
3937,e,f,y,e,t,n,f,c,b,n,t,s,s,g,p,w,o,p,k,y,d
3938,p,x,f,p,f,c,f,c,n,n,e,s,s,w,w,w,o,p,n,v,d
3939,p,x,f,y,f,f,f,c,b,h,e,k,k,b,b,w,o,l,h,v,g
3940,p,f,y,g,f,f,f,c,b,p,e,k,k,b,p,w,o,l,h,v,g
3941,e,x,y,g,t,n,f,c,b,p,t,s,s,w,p,w,o,p,k,y,d
3942,e,f,f,e,t,n,f,c,b,p,t,s,s,w,g,w,o,p,n,y,d
3943,p,f,y,g,f,f,f,c,b,p,e,k,k,b,b,w,o,l,h,v,d
3944,e,f,y,g,t,n,f,c,b,u,t,s,s,w,g,w,o,p,n,v,d
3945,p,x,f,y,f,f,f,c,b,g,e,k,k,n,p,w,o,l,h,v,d
3946,p,f,y,g,f,f,f,c,b,g,e,k,k,n,n,w,o,l,h,y,g
3947,e,f,f,e,t,n,f,c,b,p,t,s,s,g,g,w,o,p,n,v,d
3948,p,x,y,y,f,f,f,c,b,h,e,k,k,n,n,w,o,l,h,v,g
3949,p,f,f,y,f,f,f,c,b,g,e,k,k,n,b,w,o,l,h,y,g
3950,p,x,y,y,f,f,f,c,b,p,e,k,k,p,p,w,o,l,h,v,g
3951,p,f,f,g,f,f,f,c,b,g,e,k,k,p,b,w,o,l,h,y,g
3952,p,x,s,p,f,c,f,w,n,n,e,s,s,w,w,w,o,p,n,s,d
3953,p,x,f,g,f,c,f,c,n,g,e,s,s,w,w,w,o,p,k,s,d
